age,skills,city,gender,specialty,java,maven,git,sql,hibernate,spring,oop,student,education_level,total_experience,skill_set,rating
25,1,Самара,male,developer,1,0,0,0,0,0,1,1,special_secondary,68,"программист,Веб-программирование,Java,Веб-дизайн,HTML,CSS,PHP,Windows 7,Adobe Photoshop,Поварское дело,Java SE,Android SDK,ООП,MS Office,Intellij IDEA",0.403
24,1,Соликамск,male,javaintern,1,0,0,0,0,0,0,0,special_secondary,109,Java,0.397
19,1,Санкт-Петербург,male,javajun,1,0,0,1,0,0,0,1,unfinished_higher,3,"Работоспособность,Способность быстро учиться,Java,Android SDK,Retrofit,Алгоритмы,Структуры данных,MySQL,SQL,Kotlin",0.374
21,1,Ногинск,male,developer,0,0,1,1,0,0,1,1,unfinished_higher,26,"PostgreSQL,Linux,Git,MS Office,ООП,Pascal,Python,Flask",0.437
32,1,Москва,male,other,0,0,0,0,0,0,0,0,higher,43,"Внимательность, стрессоустойчивость, пунктуальность.",0.381
32,1,Могилев,male,javadeveloper,1,1,1,1,1,1,0,0,higher,0,"Прямые продажи,Строительство,HTML,Java,Intellij IDEA,Apache Maven,Apache Tomcat,Git,Spring Framework,CSS,MySQL,Hibernate ORM,PostgreSQL",0.6
20,1,Лобня,male,other,0,0,0,0,0,0,0,0,special_secondary,0,"Ответственность,MS Word,Пользователь ПК,Офисная техника,Поиск информации в интернет",0.257
25,1,Армения,male,other,0,0,0,1,0,0,0,0,higher,32,"Node.js,JavaScript,ES6,MongoDB,PostgreSQL,Redis,Golang,Express,Mongoose,WS,Docker,Docker Compose,OpenAPI,GraphQL,Protoc,Ubuntu",0.414
33,1,Сургут,male,javadeveloper,0,0,0,0,0,0,0,1,higher,106,Исполнительность,0.437
20,1,Самара,male,javadeveloper,1,0,1,1,0,0,1,1,unfinished_higher,0,"Ответственность,Java,Android,MySQL,Git,ООП,SOLID,Oracle Pl/SQL,Glide,RecyclerView,Firebase,AsyncTask,Observable,Observer,HaMeR,Loaders,Parcelable,Serializable,MS SQL,Retrofit,OkHttp3,MVVM,MVP,Clean Architecture,MVC,DI,Kotlin,Dagger,Inversion of Control,YAGNI KISS DRY",0.457
22,1,Москва,female,developer,1,0,0,1,0,0,1,1,master,7,"Android SDK,Java,IoT,SQL,Python,ООП,Android Studio,Adobe Photoshop",0.506
19,1,Москва,male,developer,0,0,0,1,0,0,0,1,bachelor,0,"Visual Studio C#,MS SQL Server,Transact-SQL,Windows Forms,Разработка простых развивающих игр,MS Access,MS Visual C++,Работа с базами данных,Работа в команде,Проектирование пользовательских интерфейсов,SQLite,Компас-3D,MS Visio,Archi,PHP",0.357
21,1,Таджикистан,male,other,0,0,0,0,0,0,0,0,bachelor,18,"Верстка,Веб-дизайн,Веб-программирование,Графический дизайн,фронтэнд разработка",0.33
21,1,Москва,female,developer,1,0,0,0,0,0,0,0,higher,16,"Java,Android,Английский язык",0.4
21,1,Москва,male,other,1,0,0,1,0,0,1,1,bachelor,17,"Исполнительность,C#,Microsoft Visual Studio,ООП,MS SQL Server,HTML,CSS,JavaScript,Maple,Java,Python,MySQL",0.458
31,1,Армавир,male,javajun,1,0,1,1,0,0,1,0,higher,48,"Android,Java,Работа в команде,Настройка ПО,Пользователь ПК,Android SDK,Java SE,ООП,Intellij IDEA,SQLite,Cистемы управления базами данных,Java EE,CSS,HTML,Git,XML,java Collections",0.557
26,1,Полетаево (Челябинская область),male,javadeveloper,1,0,1,0,0,1,0,0,bachelor,61,"Java,Git,Intellij IDEA,Spring Framework,Spring Data JPA",0.497
27,1,Оренбург,male,javadeveloper,1,1,1,1,1,1,1,0,higher,74,"Java,Git,ООП,PostgreSQL,Linux,Intellij IDEA,JDBC,Unit Testing,Maven,Hibernate ORM,Spring Framework",0.709
18,1,Москва,female,other,0,0,0,0,0,0,0,0,secondary,19,"Обучаемость,Индивидуальное обучение,Групповое обучение,Оценка эффективности обучения,Обучение",0.245
19,1,Москва,male,developer,1,0,1,1,0,0,0,1,unfinished_higher,0,"Исполнительность,Ответственность,Android,Java,Kotlin,SQLite,Android Jetpack,Jsoup,Retrofit,Room,MVVM, MVP, MVP x Moxy, MVC,Kotlin Coroutines,JSON,Git",0.414
33,1,Москва,male,javajun,1,0,1,1,1,1,0,0,higher,162,"Intellij IDEA,PostgreSQL,Git,Java,Spring Framework,Hibernate ORM",0.701
19,1,Архангельск,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,0,"Обучаемость,Трудолюбивость,Коллективная Работоспособность",0.286
33,1,Алушта,male,javadeveloper,1,0,0,1,0,0,0,0,higher,121,"Borland Delphi,C++,Borland C++,AutoCAD,MySQL,Windows 7,Linux,Qt,Delphi,Windows Xp,SolidWorks,Java,Python",0.536
27,1,Зеленоград,male,javaintern,0,0,0,0,0,0,0,0,higher,73,"Работоспособность,Обучаемость",0.408
18,1,Саратов,male,javadeveloper,0,0,0,0,0,0,0,0,secondary,13,"Сообразительный, быстро и в срок выполняю задачи,Ответственный,,Усидчивый,Инициативность,Коммуникабельный,Аналитический склад ума,Умение работать в команде,Пользователь ПК,Водительское удостоверение категории B,Работа в команде,Поиск информации в интернет,Работа с большим объемом информации,Работа с базами данных",0.24
22,1,Москва,female,other,0,0,0,0,0,0,0,0,unfinished_higher,30,"Материальная ответственность,Ответственность,Пунктуальность,Стрессоустойчивость,Решительность,Быстрообучаемость,Заинтересованность,Многозадачность,Работа в команде,Умение работать в команде,Пользователь ПК,Стратегическое мышление,Работа с большим объемом информации,Грамотная речь,Умение принимать решения,Творческое мышление,Ориентация на результат,Управленческие навыки",0.312
32,1,Днепр (Днепропетровск),male,javadeveloper,0,0,0,0,0,0,0,0,higher,110,"Исполнительность,Активное целеполагание,Стратегическое мышление,Ориентация на результат",0.441
27,1,Москва,male,javajun,1,0,1,1,0,0,0,0,higher,18,"C/C++,Visual Studio C#,Git,SQL,Java",0.487
23,1,Калининград,male,developer,0,0,1,1,0,0,1,0,unfinished_higher,31,"C/C++,C#,Git,MS Office,ООП,Unity,XML,MS SQL",0.442
19,1,Москва,female,javaintern,1,0,1,1,0,0,1,1,bachelor,0,"Java Core,SQL,Firebase,HTML,CSS,JavaScript,Node.js,Golang,Figma,Latex,Git,Linux,ООП,XML",0.486
34,1,Могилев,male,javajun,1,1,1,1,1,1,1,0,special_secondary,103,"C++,JavaScript,Java,CSS,MS Visual Studio,ООП,C#,HTML5,Intellij IDEA,Ведение переговоров,Hibernate ORM,Spring Framework,MySQL,Git,JDBC,Apache Maven,JPA",0.649
39,1,Владивосток,male,javadeveloper,1,1,1,1,1,1,0,1,higher,215,"Схемотехника электронного оборудования,Java,P-CAD,Английский язык,Разработка ПО,C/C++,HTML,CSS,JavaScript,Java EE,Git,PostgreSQL,Spring Framework,Hibernate ORM,Intellij IDEA,jQuery,JSP,Apache Maven,JPA,Java Servlets,JUnit,STM32,KEIL,HSQLDB,REST",0.791
44,1,Нижний Тагил,male,developer,0,0,1,1,0,0,0,0,higher,309,"владения ПК на уровне системного администратора,,знания методов монтажа, регулировки, наладки и ремонта оборудования,водительские права (категории В),React,Node.js,Express,JavaScript,HTML,CSS,Git,Django Framework,REST,Ajax,SQL",0.704
22,1,Алматы,male,developer,0,0,1,1,0,0,0,0,higher,8,"Python,JavaScript,PHP,CSS,HTML,Git,Yii2,Django,PostgreSQL,SQL",0.436
22,1,Москва,male,other,0,0,1,0,0,0,0,1,unfinished_higher,10,"Работоспособность,Vue,HTML5,CSS3,JavaScript,jQuery,Git,Sass,Английский язык",0.337
19,1,Москва,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,"Ответственность,C/C++,HTML,JavaScript,CSS,MS Visual Studio,Python,Django Framework",0.286
41,1,Пермь,male,javajun,1,1,0,1,0,0,0,0,higher,224,"Java SE,Java EE,SQL,Intellij IDEA,Eclipse,Apache Maven",0.671
48,1,Вейделевка,male,developer,0,0,0,0,0,0,0,0,higher,56,"React, Redux",0.393
39,1,Курган,male,javadeveloper,1,1,1,1,1,1,0,0,higher,148,"Spring Framework,Java,Hibernate ORM,MySQL,Git,JSP,SQL,Apache Maven,Java EE,PostgreSQL,JUnit,JDBC,Ajax,Java Servlets,Spring Boot",0.732
19,1,Грозный,male,javadeveloper,1,1,1,1,1,1,1,0,special_secondary,0,"MySQL,Ajax,HTML,JavaScript,jQuery,Git,Linux,CSS3,Java,SQL,ООП,Bootstrap,Hibernate ORM,HQL,Spring Framework,Java 8,Spring Security,REST/JSON,Maven,Thymeleaf,Java Servlets,Trello,Java EE",0.557
35,1,Санкт-Петербург,male,javaintern,0,0,0,0,0,0,0,0,higher,140,Ответственность,0.467
21,1,Алматы,male,javajun,1,1,1,1,0,0,1,1,unfinished_higher,0,"SQL,Maven,Git,Lombok,H2,Linux,ООП,MySQL,Java,PostgreSQL,JUnit",0.5
23,1,Москва,male,other,1,0,1,1,0,0,1,1,master,18,"Mathcad,Java,Git,MySQL,ООП,AutoCAD",0.559
19,1,Москва,male,javadeveloper,0,0,0,0,0,0,0,1,higher,0,,0.343
21,1,Ростов-на-Дону,male,other,0,0,1,1,0,0,0,1,unfinished_higher,0,"Python,Django Framework,Git,HTML,CSS,JavaScript,PostgreSQL,MongoDB,Linux",0.371
22,1,Муром,male,javadeveloper,0,0,0,0,0,0,0,1,bachelor,0,Обучаемость,0.314
35,1,Москва,male,developer,0,0,0,0,0,0,0,0,higher,106,Обучаемость,0.437
29,1,Москва,male,javadeveloper,1,0,0,0,1,1,0,0,higher,22,"B2C продажи,HTML5,CSS3,JavaScript,Angular,Java,Spring Framework,Паттерны проектирования,Hibernate ORM",0.491
23,1,Нижневартовск,male,other,1,0,1,1,0,0,0,0,bachelor,0,"Kotlin,Java,NodeJS,Python,Firebase,Git,Android,C++,SQL",0.443
31,1,Ivanovo (Ivanovo Oblast),male,javajun,1,1,1,1,0,1,1,0,higher,131,"Исполнительность,Java SE,SQL,Git,ООП,Коммуникабельность,Oracle Pl/SQL,Git Bash,Intellij IDEA,GitHub,Apache Maven,JUnit,SQL Developer,Java EE,Eclipse,Spring Framework",0.717
29,1,Омск,male,javajun,1,1,1,1,1,1,1,0,higher,14,"MySQL,Linux,Git,SQL,Spring Framework,Apache Maven,Mybatis,Rest API,ООП,Design Patterns,HTML,XML,SOLID,Spring MVC,Spring Boot,Tomcat,Njinx,Log4j,SSH,Java 8,Java 11,JUnit 5,JDBC,JSON,PostgreSQL,Hibernate ORM,NoSQL,MongoDB,Docker",0.655
18,1,Москва,male,other,0,0,0,0,0,0,0,1,special_secondary,24,"Исполнительность,Ответственность,Креативность,Грамотная речь,Работа в команде,Обучение и развитие,Организаторские навыки",0.279
39,1,Москва,male,other,0,0,0,1,0,0,0,0,higher,191,"администрирование антивируса Kaspersky (Сервер и рабочие станции),Монтаж сети,опыт работы с LOTUS,поддержка и администрирование программы документооборота «Докменеджер»,Работа в системе заявок.,Работа с активным и пассивным сетевым оборудованием.,Работа с пользователями,Работа с СКС.,-Учет и инвентаризация оборудования.,хорошее знание MS Office, photoshop, и многое др ПО,VMware,esxi 5.5,VPN,Администрирование серверов Windows,DHCP,Настройка DNS,Windows 7,Windows Xp,Helpdesk,Windows Server 2008 R2,Проектирование ЛВС,Администрирование сетевого оборудования,Wifi networks,Системное администрирование,Офисная техника,Техническая поддержка,MS SQL Server,Закупка оргтехники и оборудования,Business English",0.556
29,1,Ижевск,female,developer,0,0,0,0,0,0,0,0,higher,100,Ответственность,0.432
29,1,Гомель,male,other,0,0,0,0,0,0,0,0,special_secondary,61,"HTML,HTML5,CSS,CSS3,JavaScript,jQuery,Bootstrap,Sass,Less",0.311
28,1,Москва,male,javadeveloper,1,1,1,1,0,0,1,1,bachelor,22,"Обучаемость,SQL,Java,Apache Maven,Git,HTML,ООП,CSS,SAP ERP",0.548
19,1,Казань,male,javadeveloper,1,0,1,1,0,0,1,1,unfinished_higher,24,"Усидчивость,Послушность,Базы данных,SQL,Управление проектами,Adobe Photoshop,Деловая переписка,Информационные технологии,Разработка ПО,C#,Java,Git,ООП,HTML,CSS,PostgreSQL,JavaScript,Linux,Ubuntu",0.479
25,1,Бишкек,male,other,0,0,0,0,0,0,0,0,unfinished_higher,22,Программирование на языке Java.,0.305
23,1,Ростов-на-Дону,female,other,0,0,1,1,0,0,1,1,master,8,"Ответственность,HTML,CSS,JavaScript,MySQL,SQL,CSS3,Python,ООП,Linux,Git,C#,swift",0.507
19,1,Kyiv,male,javadeveloper,1,0,0,1,1,1,0,1,unfinished_higher,0,"Java,Spring Framework,Spring Data,Spring MVC,Spring Boot,PostgreSQL,Hibernate ORM",0.457
38,1,Ростов-на-Дону,male,javadeveloper,1,1,1,1,0,0,1,0,special_secondary,13,"Java,XML,HTML,SQL,Git,Apache Maven,JUnit,Jackson,Postman,Ajax,jQuery,ООП,PostgreSQL,MVC,GWT",0.483
25,1,Тихвин,male,other,0,0,0,0,0,0,0,0,special_secondary,30,Ремонт и обслуживание ГПМ,0.284
38,1,Казань,male,javadeveloper,1,1,1,1,0,1,0,0,bachelor,0,"Java SE,MySQL,HSQLDB,SQLite,Apache Maven,Gradle,ANT,Intellij IDEA,Apache NetBeans,Git,JUnit,Mockito,Spring WebMVC,HTML,CSS,Atlassian Jira",0.529
24,1,Краснодар,female,other,0,0,0,0,0,0,0,0,higher,7,"Рисование,трудоспособность,Графические редакторы,Грамотная речь,Adobe Illustrator,Рисунок,Графика,Фотография,Грамотность,Креативность,procreat,Графический дизайн,Иллюстрирование,Живопись,маслянная живопись,Декоративная живопись,написание портретов,Портретная фотосъемка,портреты,Преподаватель,преподаватель изо,Роспись,роспись стен,граффити",0.349
28,1,Ставрополь,male,javajun,0,0,0,0,0,0,0,0,higher,71,"Adobe Photoshop,Продвинутый пользователь ПК,Начальные знания основ ООП,Базовые навыки программирования на Python,Базовые навыки программирования на Java,Базовые знания SQL,Базовые знания Java Swing,Начальные навыки программирования на C++",0.406
28,1,Москва,male,javajun,1,0,0,1,0,0,0,0,higher,10,"Умение работать в команде,Работа с большим объемом информации,Пользователь ПК,Организаторские навыки,Грамотная речь,Деловая переписка,Oracle Pl/SQL,Java,Vue js",0.437
19,1,Актобе,male,other,0,0,1,0,0,0,1,1,unfinished_higher,0,"Исполнительность,C/C++,ООП,Git,Linux,Python,Assembler",0.371
21,1,Москва,male,other,0,0,0,1,0,0,0,1,unfinished_higher,11,"SWOT-анализ,Pest-Анализ,Python (Junior),SQL,Excel,аналитические способности,Грамотная речь,, навыки работы с базами данных и массивами информации,MS оffice,SPSS",0.338
28,1,Москва,male,other,0,0,0,0,0,0,0,0,higher,47,Работоспособность,0.385
21,1,Армения,male,other,0,0,0,0,0,0,0,0,bachelor,6,"Ответственность,Быстрая обучаемость,Честность",0.32
19,1,Москва,male,developer,1,0,1,1,0,1,1,1,unfinished_higher,0,"Python,Django Framework,Flask,Java,Spring Framework,Git,MySQL,PostgreSQL,SQL,Golang,C++,JavaScript,HTML,CSS,ООП,REST",0.5
30,1,Экибастуз,male,other,0,0,1,1,0,0,1,1,higher,50,"SQL,CSS3,Linux,Git,Python,HTML5,C/C++,MySQL,ООП,MS SQL,UML,github,dev c++,Adobe Firework,JavaScript,ms azure,Atlassian Jira,XML,MS SQL Server,Unreal Engine 4,Bootstrap,Работа в команде,QA,Unity,Sass,Less,Android,Flutter,Android SDK,Trello",0.516
25,1,Saint Petersburg,female,other,0,0,0,0,0,0,0,0,higher,0,Ответственность,0.343
21,1,Москва,female,developer,1,0,1,1,0,0,0,1,unfinished_higher,17,"SQL,JavaScript,CSS,Python,Pascal,HTML,Git,react,redux,Transact-SQL,Математическая статистика,C#,Java",0.429
31,1,Улан-Удэ,male,javadeveloper,1,0,0,1,1,1,1,0,unfinished_higher,94,"Java,Spring Framework,PostgreSQL,Hibernate ORM,SQL,REST,ELK,ООП",0.584
26,1,Обнинск,male,developer,0,0,1,1,0,0,0,1,unfinished_higher,38,"SolidWorks,3D Моделирование,Html/css,PyCharm,Django Framework,Docker,MySQL,Vue.js,Linux,Git,JavaScript,HTML,CSS,Python,PostgreSQL,Django Rest Framework,Ubuntu Server",0.405
32,1,Казань,male,javajun,1,0,1,1,1,1,1,0,higher,47,"Java,Git,PostgreSQL,ООП,Intellij IDEA,Apache Tomcat,Eclipse,Java Core,JavaColl,Java Collections,Java Multithreading,Spring Framework,JAVA Lambda,Hibernate Framework,Java Servlets",0.642
28,1,Казань,male,javajun,1,1,1,1,0,0,1,0,higher,77,"Java,Intellij IDEA,Git,Apache Maven,Apache Tomcat,PostgreSQL,Java Servlets,ООП,JDBC,Java EE,Java SE,Collections,SQL",0.626
21,1,Санкт-Петербург,male,javajun,1,0,0,1,1,0,1,1,bachelor,17,"Java SE,SQL,Hibernate ORM,JUnit,ООП,HTML,CSS",0.501
23,1,Липецк,male,developer,1,0,1,0,0,0,1,1,unfinished_higher,0,"Исполнительность,JavaCore,Git,C++,1С программирование,ООП",0.414
21,1,Москва,male,other,0,0,0,0,0,0,0,1,bachelor,0,,0.314
23,1,Москва,male,javaintern,1,0,1,1,0,1,1,0,secondary,0,"Java,Exel,Intellij IDEA,MS SQL,PostgreSQL,MySQL,ООП,SQL,Git,Spring Framework,Swing,jQuery,Java SE,Java Core",0.443
18,1,Зеленоград,male,developer,1,0,0,1,0,0,0,1,unfinished_higher,0,"Обучаемость,C++,Java,C#,SQL,PHP,CSS,HTML",0.371
42,1,Екатеринбург,male,javadeveloper,1,1,0,1,0,1,0,0,higher,241,"Java SE,Vaadin,Jetty,Netty,Java Servlets,XML,SQL,JDBC,FirebirdSQL,Apache Maven,Stream,Dropwizard Metrics,Spring Framework,c3p0,HikariCP,GraphHopper",0.729
32,1,Самара,male,javaintern,0,0,0,0,0,0,0,0,secondary,20,"Пользователь ПК,Работа в команде,Поиск информации в интернет",0.246
40,1,Лида,male,javajun,1,0,1,1,1,1,0,0,higher,212,"Java Core,MySQL,Hibernate,Spring Framework,Git,JUnit,Design Patterns",0.746
22,1,Москва,male,javadeveloper,1,0,1,1,0,0,1,1,unfinished_higher,0,"Android,Java,Linux,JavaScript,SQL,ООП,Android SDK,Git,C#,Kotlin,Node.js,C/C++,Shell,Unix Shell Scripts",0.457
35,1,Щелково,male,developer,1,1,1,1,0,0,0,0,bachelor,177,"Java Core,Android studio,Firebase,Maven,Чтение технической документации на английском языке,Базовые знания Unix,Gradle,JSON,Java,Room,SQLite,Git",0.643
24,1,Волгоград,male,javadeveloper,1,0,0,0,0,0,0,0,higher,34,"MS Office,Работа в команде,Excel,Java,Landmark",0.416
19,1,Кишинёв,female,other,0,0,0,0,0,0,1,1,higher,3,"React,HTML5,JavaScript,CSS3,ООП",0.388
35,1,Миасс,male,developer,0,0,1,0,0,0,1,0,special_secondary,39,"Python,Ubuntu,ООП,Базы данных,Git,JavaScript",0.378
30,1,Котлас,male,javadeveloper,1,0,0,1,0,1,0,0,higher,90,"Java,PostgreSQL,Работа в команде,Spring Boot",0.552
20,1,Зеленоград,male,developer,1,0,1,1,0,0,0,1,unfinished_higher,0,"Обучаемость,C/C++,Java,C#,Qt,SQL,Серверное программирование,Python,Git,Linux,Разработка ПО,Ответственность",0.414
30,1,Москва,male,javajun,1,0,1,1,0,1,1,0,higher,87,"Java,Базы данных,Git,Spring Framework,ООП,Linux,Intellij IDEA,Python,Разработка ПО,Администрирование серверов Linux,SQL,C++,Nginx,Apache HTTP Server",0.635
33,1,Москва,male,javadeveloper,0,0,0,0,0,0,0,0,higher,56,Исполнительность,0.393
31,1,Vinnitsa,male,javajun,1,0,0,1,1,1,0,0,bachelor,76,"Java,SQL,Spring Framework,Hibernate ORM,JSP,Java Servlets,Apache Tomcat,Java SE,JDBC,HTML5,CSS,Docker,Kafka,Mockito,JUnit",0.553
34,1,Москва,male,developer,1,0,0,1,0,0,1,0,higher,156,"ООП,Java,PHP,C++,Python,SQL,Delphi",0.61
32,1,Москва,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,7,Исполнительность,0.292
26,1,Москва,male,developer,0,0,0,0,0,0,0,1,higher,45,"Заинтересованность в результате,Умение работать в команде,Английский язык,Знание C#,Знание среды Visual Studio,Работа с XML и JSON,Понимание принципов ООП,Работа с WPF,Ableton Live,Waves Audio,Unity",0.383
20,1,Санкт-Петербург,male,javajun,1,0,1,1,0,1,1,1,unfinished_higher,10,"Java,ООП,Git,Spring Framework,MySQL,Linux,Серверное программирование,Backend,Unit Testing,MS SQL,REST",0.509
45,1,Красноярск,male,other,0,0,0,0,0,0,0,0,higher,337,,0.643
33,1,Нижний Новгород,male,javadeveloper,0,0,0,0,0,0,0,0,higher,169,"Операционные системы: Windows, MacOS, Unix.,Языки программирования: C, Java, JavaScript, Python",0.493
23,1,Москва,male,other,0,0,1,1,0,0,0,1,unfinished_higher,9,"Python,SQL,Django Framework,Работа с базами данных,Pandas,Numpy,Machine learning,MS Excel,Аналитика,Git,PostgreSQL,Anaplan,VBA",0.379
22,1,Усть-Каменогорск,male,other,1,0,1,1,0,0,0,0,bachelor,56,"Работоспособность,Ответственность,Креативность,HTML5,CSS3,JavaScript,PHP,jQuery,Bootstrap,Работа в команде,Английский язык,Adobe Photoshop,Git,MySQL,Adobe Illustrator,C++,Java,Ориентация на результат,Обучение и развитие,Грамотность,ReactJS,VueJS,Laravel,Node.js,MongoDB,AngularJS",0.493
27,1,Саратов,male,javadeveloper,1,0,1,1,1,1,1,0,master,12,"ООП,Atlassian Jira,PostgreSQL,SQL,Figma,React,Docker,Spring,Hibernate,liquebase,Liquibase,SOLID,Scrum,REST,Mockito,Gradle,Java 8,Git Flow",0.639
19,1,Казань,male,javajun,1,0,1,1,1,1,1,0,secondary,0,"Обучаемость,SQL,Java SE,Java,JDBC,ООП,Java Servlets,MySQL,Oracle Pl/SQL,Spring Framework,MVC,Intellij IDEA,Eclipse,NetBeans,Git,Hibernate ORM",0.486
19,1,Калининград,male,developer,0,0,0,1,0,0,1,0,secondary,3,"Программирование, сетевое администрирование, ремонт электроники,C++,HTML,JavaScript,MySQL,Linux,Python,ООП,Windows 7,PHP",0.317
18,1,Чернушка,male,other,0,0,0,0,0,0,0,0,secondary,0,Ответственность,0.229
34,1,Германия,male,javadeveloper,0,0,0,0,0,0,0,0,higher,116,"Исполнительность,Коммуникабельность,Аналитический склад ума,Стрессоустойчивость",0.446
22,1,Москва,male,other,0,0,1,1,0,0,1,0,bachelor,29,"Python,SQL,ООП,HTML,CSS,FastAPI,Redis,Django Framework,PostgreSQL,Git,HTML5,Linux,Bootstrap,Django",0.469
20,1,Москва,male,other,0,0,0,0,0,0,0,1,special_secondary,7,"Качества моего характера, на которые хочется обратить Ваше внимание: активность, внимательност",0.263
32,1,Минск,male,javajun,0,0,0,0,0,0,0,0,secondary,65,Ответственность,0.286
27,1,Нидерланды,female,developer,1,0,0,1,0,1,0,1,unfinished_higher,0,"Обучаемость,Java,JavaScript,Spring Framework,CSS,HTML5,HTML,MySQL,Python,SQL",0.414
27,1,Estonia,male,javadeveloper,1,1,1,1,1,1,0,0,unfinished_higher,83,"Java,Stream API,Spring Framework,JPA,DATA JPA,JDBC,MVC,Java Servlets,Hibernate ORM,PostgreSQL,SQL,HSQLDB,Apache Tomcat,Apache Maven,Git,JSP,REST,JSON,JavaScript,jQuery,CSS,Bootstrap,HTML,XML",0.617
27,1,Челябинск,male,other,1,0,1,1,0,0,0,1,higher,106,"Ответственность,Selenium IDE,TestNG,selenide,Atlassian Jira,Java,SQL,Scrum,Agile Project Management,Git",0.566
30,1,Москва,male,javadeveloper,0,0,0,0,0,0,0,0,secondary,0,,0.229
36,1,Москва,male,javaintern,0,0,0,0,0,0,0,0,higher,62,"ответственность, пунктуальность, целеустремленность,без вредных привычек",0.398
18,1,Москва,male,developer,1,0,0,0,0,0,1,1,bachelor,10,"ООП,Олимпиадное программирование,Математический анализ,Английский язык,Французский язык,Kotlin,Java,Python",0.409
31,1,Москва,male,other,0,0,0,0,0,0,0,0,higher,101,"Знание КД,Знание офисных программ,Многофункциональность,Умение мотивировать персонал,Знание БД,Знание языка SQL,Знание Python,Знание Ubuntu",0.433
20,1,Казань,male,javadeveloper,1,1,1,1,1,1,1,1,bachelor,0,"PostgreSQL,JDBC,Java Core,JUnit,SQL,MySQL,Git,Apache Maven,Apache Tomcat,Spring Framework,Java EE,ООП,Hibernate ORM",0.614
26,1,Астрахань,male,other,0,0,0,0,0,0,0,0,unfinished_higher,7,"Adobe Photoshop,figma,Графический дизайн,Adobe Illustrator,CSS,HTML,Дизайн,UX,IX,Sass,SCSS,1C",0.292
29,1,Подольск (Московская область),male,javajun,1,1,1,1,0,0,1,0,higher,25,"Java,SQL,Android Studio,Git,ООП,JSON,Java SE,HTML5,CSS3,Apache Maven,алгоритмы и структуры данных,Selenium WebDriver,Cucumber,REST,HTTP,Английский язык",0.579
20,1,Москва,male,developer,1,0,1,1,0,0,0,1,bachelor,31,"C/C++,Python,Java,Git,MS Visual Studio,Intellij IDEA,C#,SQL",0.47
23,1,Кишинёв,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,Обучаемость,0.286
24,1,Видное,male,javajun,1,0,0,1,0,0,1,0,higher,55,"Ответственность,SQL,JavaScript,HTML,CSS,Java,Умение расставлять приоритеты,ООП",0.52
23,0,Бишкек,female,developer,0,0,0,0,0,0,0,1,unfinished_higher,0,Исполнительность,0.086
19,1,Красноярск,male,other,0,0,0,0,0,0,0,0,secondary,0,Исполнительность,0.229
35,1,Королев,male,developer,1,0,1,1,1,1,1,0,unfinished_higher,101,"C++,STL,Qt,Java,Java SE,Android,SQL,Работа с базами данных,ООП,HTML,Linux,SVN,Git,REST,Spring Framework,Hibernate",0.633
28,0,Уфа,male,javadeveloper,1,1,1,1,1,1,1,0,bachelor,18,"Java,Spring Framework,Hibernate ORM,PostgreSQL,HTML,Apache Maven,Apache Tomcat,Linux,Git,ООП,Java EE,Atlassian Jira,SQL,MVC,Docker",0.43
22,1,Алматы,female,javadeveloper,1,0,1,1,1,1,1,0,bachelor,14,"PostgreSQL,ООП,spring boot,Java,JPA,Hibernate ORM,Java SE,MVC,RabbitMQ,spring data,Mockito,Git",0.584
37,1,Абакан,male,developer,0,0,1,1,0,0,0,0,higher,160,"Linux,MySQL,Git,Python,HTML,CSS,JavaScript,SQL,Администрирование серверов Windows,Bash,Docker,Ansible,Terraform,k8s,AWS",0.571
28,1,Краснодар,male,other,1,0,0,1,0,0,0,0,higher,16,"Oracle Pl/SQL,Android,Android SDK,Android studio,Kotlin,Firebase,Java",0.443
25,1,Нижний Новгород,male,developer,1,0,0,1,0,0,0,0,bachelor,35,"C++,Visual Basic Applications,MS Visual Basic,CSS3,Microsoft Visual Studio,MySQL,Аналитическое мышление,HTML5,Java,Средства криптографической защиты информации,ПАК ""КриптоПро УЦ"",Oracle Pl/SQL",0.431
24,1,Хабаровск,male,other,0,0,0,0,0,0,0,0,higher,35,"Активный,Многозадачность",0.374
29,1,Новосибирск,male,javajun,1,0,1,1,0,1,1,1,higher,72,"Java Core,SQL: DDL, DML,Git,Java: LibGDX,Java: JUnit 5 простые тесты,ООП,Spring: MVC, Boot",0.621
37,1,Уфа,male,developer,1,0,1,0,0,0,0,0,special_secondary,29,"HTML5,CSS3,JavaScript,Java,Bootstrap,Sass,Git,Gulp,Кроссбраузерная верстка,Adobe Photoshop,ReactJS",0.369
32,0,Актобе,male,other,0,0,0,0,0,0,0,0,higher,94,"Исполнительность,Корпоративные финансы,1С программирование,Финансовый анализ",0.227
20,1,Казань,female,developer,0,0,0,0,0,0,0,0,special_secondary,4,"Работоспособность,Стрессоустойчивость,Желание обучаться",0.261
20,1,Омск,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,,0.286
