,age,skills,city,gender,specialty,java,maven,git,sql,hibernate,spring,oop,student,education_level,total_experience,skill_set,rubbish,rating
130,31,1,Актобе,male,developer,1,0,0,1,0,0,1,0,higher,75,"HTML,CSS,PHP,JavaScript,SQL,Oracle Pl/SQL,C#,Java,Delphi,ООП,Pascal,Linux,Lazarus",0,0.0
131,35,1,Минск,male,javajun,1,1,1,1,1,1,1,0,unfinished_higher,210,"Java SE,Java EE,Git,HTML,CSS,SQL,Spring Framework,Hibernate ORM,PostgreSQL,JDBC,ООП,Apache Maven,JUnit,Log4j,Feign,Gradle",0,0.0
132,33,1,Москва,male,other,0,0,1,1,0,0,0,0,higher,57,"Python,SQL,MySQL,Git,Linux,matplotlib,NumPy,OpenPyxl,GitHub,Pandas,FastApi,Docker,Unicorn",0,0.0
133,21,1,Казань,male,developer,1,0,0,0,0,0,0,0,unfinished_higher,0,"Java Core,Java Script,HTML,CSS,Java",0,0.0
134,20,1,Алматы,female,other,1,0,1,1,0,0,1,1,unfinished_higher,7,"Java,HTML,JavaScript,CSS,Ajax,SQL,Bootstrap,MySQL,Умение работать в коллективе,3ds Max,Autodesk 3ds Max,vray,jQuery,Mathematical Statistics,algorithms,Oracle Pl/SQL,C#,PostgreSQL,MS SQL,ASP.NET,ООП,Git,LINQ,Adobe Photoshop,MS SQL Server,Entity Framework",1,0.0
135,25,1,Самара,male,developer,1,0,0,0,0,0,1,1,special_secondary,68,"программист,Веб-программирование,Java,Веб-дизайн,HTML,CSS,PHP,Windows 7,Adobe Photoshop,Поварское дело,Java SE,Android SDK,ООП,MS Office,Intellij IDEA",4,0.0
136,24,1,Соликамск,male,javaintern,1,0,0,0,0,0,0,0,special_secondary,109,Java,0,0.0
137,19,1,Санкт-Петербург,male,javajun,1,0,0,1,0,0,0,1,unfinished_higher,3,"Работоспособность,Способность быстро учиться,Java,Android SDK,Retrofit,Алгоритмы,Структуры данных,MySQL,SQL,Kotlin",4,0.0
138,21,1,Ногинск,male,developer,0,0,1,1,0,0,1,1,unfinished_higher,26,"PostgreSQL,Linux,Git,MS Office,ООП,Pascal,Python,Flask",0,0.0
139,32,1,Москва,male,other,0,0,0,0,0,0,0,0,higher,43,"Внимательность, стрессоустойчивость, пунктуальность.",1,0.0
140,32,1,Могилев,male,javadeveloper,1,1,1,1,1,1,0,0,higher,0,"Прямые продажи,Строительство,HTML,Java,Intellij IDEA,Apache Maven,Apache Tomcat,Git,Spring Framework,CSS,MySQL,Hibernate ORM,PostgreSQL",2,0.0
141,20,1,Лобня,male,other,0,0,0,0,0,0,0,0,special_secondary,0,"Ответственность,MS Word,Пользователь ПК,Офисная техника,Поиск информации в интернет",4,0.0
142,25,1,Армения,male,other,0,0,0,1,0,0,0,0,higher,32,"Node.js,JavaScript,ES6,MongoDB,PostgreSQL,Redis,Golang,Express,Mongoose,WS,Docker,Docker Compose,OpenAPI,GraphQL,Protoc,Ubuntu",0,0.0
143,33,1,Сургут,male,javadeveloper,0,0,0,0,0,0,0,1,higher,106,Исполнительность,1,0.0
144,20,1,Самара,male,javadeveloper,1,0,1,1,0,0,1,1,unfinished_higher,0,"Ответственность,Java,Android,MySQL,Git,ООП,SOLID,Oracle Pl/SQL,Glide,RecyclerView,Firebase,AsyncTask,Observable,Observer,HaMeR,Loaders,Parcelable,Serializable,MS SQL,Retrofit,OkHttp3,MVVM,MVP,Clean Architecture,MVC,DI,Kotlin,Dagger,Inversion of Control,YAGNI KISS DRY",1,0.0
145,22,1,Москва,female,developer,1,0,0,1,0,0,1,1,master,7,"Android SDK,Java,IoT,SQL,Python,ООП,Android Studio,Adobe Photoshop",0,0.0
146,19,1,Москва,male,developer,0,0,0,1,0,0,0,1,bachelor,0,"Visual Studio C#,MS SQL Server,Transact-SQL,Windows Forms,Разработка простых развивающих игр,MS Access,MS Visual C++,Работа с базами данных,Работа в команде,Проектирование пользовательских интерфейсов,SQLite,Компас-3D,MS Visio,Archi,PHP",5,0.0
147,21,1,Таджикистан,male,other,0,0,0,0,0,0,0,0,bachelor,18,"Верстка,Веб-дизайн,Веб-программирование,Графический дизайн,фронтэнд разработка",5,0.2
148,21,1,Москва,female,developer,1,0,0,0,0,0,0,0,higher,16,"Java,Android,Английский язык",0,0.0
149,21,1,Москва,male,other,1,0,0,1,0,0,1,1,bachelor,17,"Исполнительность,C#,Microsoft Visual Studio,ООП,MS SQL Server,HTML,CSS,JavaScript,Maple,Java,Python,MySQL",1,0.0
150,31,1,Армавир,male,javajun,1,0,1,1,0,0,1,0,higher,48,"Android,Java,Работа в команде,Настройка ПО,Пользователь ПК,Android SDK,Java SE,ООП,Intellij IDEA,SQLite,Cистемы управления базами данных,Java EE,CSS,HTML,Git,XML,java Collections",4,0.0
151,26,1,Полетаево (Челябинская область),male,javadeveloper,1,0,1,0,0,1,0,0,bachelor,61,"Java,Git,Intellij IDEA,Spring Framework,Spring Data JPA",0,0.2
152,27,1,Оренбург,male,javadeveloper,1,1,1,1,1,1,1,0,higher,74,"Java,Git,ООП,PostgreSQL,Linux,Intellij IDEA,JDBC,Unit Testing,Maven,Hibernate ORM,Spring Framework",0,0.0
153,18,1,Москва,female,other,0,0,0,0,0,0,0,0,secondary,19,"Обучаемость,Индивидуальное обучение,Групповое обучение,Оценка эффективности обучения,Обучение",5,0.0
154,19,1,Москва,male,developer,1,0,1,1,0,0,0,1,unfinished_higher,0,"Исполнительность,Ответственность,Android,Java,Kotlin,SQLite,Android Jetpack,Jsoup,Retrofit,Room,MVVM, MVP, MVP x Moxy, MVC,Kotlin Coroutines,JSON,Git",2,0.0
155,33,1,Москва,male,javajun,1,0,1,1,1,1,0,0,higher,162,"Intellij IDEA,PostgreSQL,Git,Java,Spring Framework,Hibernate ORM",0,0.0
156,19,1,Архангельск,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,0,"Обучаемость,Трудолюбивость,Коллективная Работоспособность",3,0.0
157,33,1,Алушта,male,javadeveloper,1,0,0,1,0,0,0,0,higher,121,"Borland Delphi,C++,Borland C++,AutoCAD,MySQL,Windows 7,Linux,Qt,Delphi,Windows Xp,SolidWorks,Java,Python",0,0.0
158,27,1,Зеленоград,male,javaintern,0,0,0,0,0,0,0,0,higher,73,"Работоспособность,Обучаемость",2,0.0
159,18,1,Саратов,male,javadeveloper,0,0,0,0,0,0,0,0,secondary,13,"Сообразительный, быстро и в срок выполняю задачи,Ответственный,,Усидчивый,Инициативность,Коммуникабельный,Аналитический склад ума,Умение работать в команде,Пользователь ПК,Водительское удостоверение категории B,Работа в команде,Поиск информации в интернет,Работа с большим объемом информации,Работа с базами данных",13,0.0
160,22,1,Москва,female,other,0,0,0,0,0,0,0,0,unfinished_higher,30,"Материальная ответственность,Ответственность,Пунктуальность,Стрессоустойчивость,Решительность,Быстрообучаемость,Заинтересованность,Многозадачность,Работа в команде,Умение работать в команде,Пользователь ПК,Стратегическое мышление,Работа с большим объемом информации,Грамотная речь,Умение принимать решения,Творческое мышление,Ориентация на результат,Управленческие навыки",18,0.0
161,32,1,Днепр (Днепропетровск),male,javadeveloper,0,0,0,0,0,0,0,0,higher,110,"Исполнительность,Активное целеполагание,Стратегическое мышление,Ориентация на результат",4,0.0
162,27,1,Москва,male,javajun,1,0,1,1,0,0,0,0,higher,18,"C/C++,Visual Studio C#,Git,SQL,Java",0,0.3
163,23,1,Калининград,male,developer,0,0,1,1,0,0,1,0,unfinished_higher,31,"C/C++,C#,Git,MS Office,ООП,Unity,XML,MS SQL",0,0.0
164,19,1,Москва,female,javaintern,1,0,1,1,0,0,1,1,bachelor,0,"Java Core,SQL,Firebase,HTML,CSS,JavaScript,Node.js,Golang,Figma,Latex,Git,Linux,ООП,XML",0,0.0
165,34,1,Могилев,male,javajun,1,1,1,1,1,1,1,0,special_secondary,103,"C++,JavaScript,Java,CSS,MS Visual Studio,ООП,C#,HTML5,Intellij IDEA,Ведение переговоров,Hibernate ORM,Spring Framework,MySQL,Git,JDBC,Apache Maven,JPA",1,0.0
166,39,1,Владивосток,male,javadeveloper,1,1,1,1,1,1,0,1,higher,215,"Схемотехника электронного оборудования,Java,P-CAD,Английский язык,Разработка ПО,C/C++,HTML,CSS,JavaScript,Java EE,Git,PostgreSQL,Spring Framework,Hibernate ORM,Intellij IDEA,jQuery,JSP,Apache Maven,JPA,Java Servlets,JUnit,STM32,KEIL,HSQLDB,REST",2,0.0
167,44,1,Нижний Тагил,male,developer,0,0,1,1,0,0,0,0,higher,309,"владения ПК на уровне системного администратора,,знания методов монтажа, регулировки, наладки и ремонта оборудования,водительские права (категории В),React,Node.js,Express,JavaScript,HTML,CSS,Git,Django Framework,REST,Ajax,SQL",3,0.2
168,22,1,Алматы,male,developer,0,0,1,1,0,0,0,0,higher,8,"Python,JavaScript,PHP,CSS,HTML,Git,Yii2,Django,PostgreSQL,SQL",0,0.0
169,22,1,Москва,male,other,0,0,1,0,0,0,0,1,unfinished_higher,10,"Работоспособность,Vue,HTML5,CSS3,JavaScript,jQuery,Git,Sass,Английский язык",1,0.0
170,19,1,Москва,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,"Ответственность,C/C++,HTML,JavaScript,CSS,MS Visual Studio,Python,Django Framework",1,0.0
171,41,1,Пермь,male,javajun,1,1,0,1,0,0,0,0,higher,224,"Java SE,Java EE,SQL,Intellij IDEA,Eclipse,Apache Maven",0,0.0
172,48,1,Вейделевка,male,developer,0,0,0,0,0,0,0,0,higher,56,"React, Redux",0,0.3
173,39,1,Курган,male,javadeveloper,1,1,1,1,1,1,0,0,higher,148,"Spring Framework,Java,Hibernate ORM,MySQL,Git,JSP,SQL,Apache Maven,Java EE,PostgreSQL,JUnit,JDBC,Ajax,Java Servlets,Spring Boot",0,0.2
174,19,1,Грозный,male,javadeveloper,1,1,1,1,1,1,1,0,special_secondary,0,"MySQL,Ajax,HTML,JavaScript,jQuery,Git,Linux,CSS3,Java,SQL,ООП,Bootstrap,Hibernate ORM,HQL,Spring Framework,Java 8,Spring Security,REST/JSON,Maven,Thymeleaf,Java Servlets,Trello,Java EE",0,0.0
175,35,1,Санкт-Петербург,male,javaintern,0,0,0,0,0,0,0,0,higher,140,Ответственность,1,0.2
176,21,1,Алматы,male,javajun,1,1,1,1,0,0,1,1,unfinished_higher,0,"SQL,Maven,Git,Lombok,H2,Linux,ООП,MySQL,Java,PostgreSQL,JUnit",0,0.2
177,23,1,Москва,male,other,1,0,1,1,0,0,1,1,master,18,"Mathcad,Java,Git,MySQL,ООП,AutoCAD",0,0.0
178,19,1,Москва,male,javadeveloper,0,0,0,0,0,0,0,1,higher,0,,0,0.0
179,21,1,Ростов-на-Дону,male,other,0,0,1,1,0,0,0,1,unfinished_higher,0,"Python,Django Framework,Git,HTML,CSS,JavaScript,PostgreSQL,MongoDB,Linux",0,0.0
180,22,1,Муром,male,javadeveloper,0,0,0,0,0,0,0,1,bachelor,0,Обучаемость,1,0.0
181,35,1,Москва,male,developer,0,0,0,0,0,0,0,0,higher,106,Обучаемость,1,0.0
182,29,1,Москва,male,javadeveloper,1,0,0,0,1,1,0,0,higher,22,"B2C продажи,HTML5,CSS3,JavaScript,Angular,Java,Spring Framework,Паттерны проектирования,Hibernate ORM",2,0.0
183,23,1,Нижневартовск,male,other,1,0,1,1,0,0,0,0,bachelor,0,"Kotlin,Java,NodeJS,Python,Firebase,Git,Android,C++,SQL",0,0.2
184,31,1,Ivanovo (Ivanovo Oblast),male,javajun,1,1,1,1,0,1,1,0,higher,131,"Исполнительность,Java SE,SQL,Git,ООП,Коммуникабельность,Oracle Pl/SQL,Git Bash,Intellij IDEA,GitHub,Apache Maven,JUnit,SQL Developer,Java EE,Eclipse,Spring Framework",2,0.2
185,29,1,Омск,male,javajun,1,1,1,1,1,1,1,0,higher,14,"MySQL,Linux,Git,SQL,Spring Framework,Apache Maven,Mybatis,Rest API,ООП,Design Patterns,HTML,XML,SOLID,Spring MVC,Spring Boot,Tomcat,Njinx,Log4j,SSH,Java 8,Java 11,JUnit 5,JDBC,JSON,PostgreSQL,Hibernate ORM,NoSQL,MongoDB,Docker",0,0.0
186,18,1,Москва,male,other,0,0,0,0,0,0,0,1,special_secondary,24,"Исполнительность,Ответственность,Креативность,Грамотная речь,Работа в команде,Обучение и развитие,Организаторские навыки",7,0.0
187,39,1,Москва,male,other,0,0,0,1,0,0,0,0,higher,191,"администрирование антивируса Kaspersky (Сервер и рабочие станции),Монтаж сети,опыт работы с LOTUS,поддержка и администрирование программы документооборота «Докменеджер»,Работа в системе заявок.,Работа с активным и пассивным сетевым оборудованием.,Работа с пользователями,Работа с СКС.,-Учет и инвентаризация оборудования.,хорошее знание MS Office, photoshop, и многое др ПО,VMware,esxi 5.5,VPN,Администрирование серверов Windows,DHCP,Настройка DNS,Windows 7,Windows Xp,Helpdesk,Windows Server 2008 R2,Проектирование ЛВС,Администрирование сетевого оборудования,Wifi networks,Системное администрирование,Офисная техника,Техническая поддержка,MS SQL Server,Закупка оргтехники и оборудования,Business English",18,0.0
188,29,1,Ижевск,female,developer,0,0,0,0,0,0,0,0,higher,100,Ответственность,1,0.0
189,29,1,Гомель,male,other,0,0,0,0,0,0,0,0,special_secondary,61,"HTML,HTML5,CSS,CSS3,JavaScript,jQuery,Bootstrap,Sass,Less",0,0.0
190,28,1,Москва,male,javadeveloper,1,1,1,1,0,0,1,1,bachelor,22,"Обучаемость,SQL,Java,Apache Maven,Git,HTML,ООП,CSS,SAP ERP",1,0.0
191,19,1,Казань,male,javadeveloper,1,0,1,1,0,0,1,1,unfinished_higher,24,"Усидчивость,Послушность,Базы данных,SQL,Управление проектами,Adobe Photoshop,Деловая переписка,Информационные технологии,Разработка ПО,C#,Java,Git,ООП,HTML,CSS,PostgreSQL,JavaScript,Linux,Ubuntu",7,0.0
192,25,1,Бишкек,male,other,0,0,0,0,0,0,0,0,unfinished_higher,22,Программирование на языке Java.,1,0.0
193,23,1,Ростов-на-Дону,female,other,0,0,1,1,0,0,1,1,master,8,"Ответственность,HTML,CSS,JavaScript,MySQL,SQL,CSS3,Python,ООП,Linux,Git,C#,swift",1,0.0
194,19,1,Kyiv,male,javadeveloper,1,0,0,1,1,1,0,1,unfinished_higher,0,"Java,Spring Framework,Spring Data,Spring MVC,Spring Boot,PostgreSQL,Hibernate ORM",0,0.0
195,38,1,Ростов-на-Дону,male,javadeveloper,1,1,1,1,0,0,1,0,special_secondary,13,"Java,XML,HTML,SQL,Git,Apache Maven,JUnit,Jackson,Postman,Ajax,jQuery,ООП,PostgreSQL,MVC,GWT",0,0.3
196,25,1,Тихвин,male,other,0,0,0,0,0,0,0,0,special_secondary,30,Ремонт и обслуживание ГПМ,1,0.0
197,38,1,Казань,male,javadeveloper,1,1,1,1,0,1,0,0,bachelor,0,"Java SE,MySQL,HSQLDB,SQLite,Apache Maven,Gradle,ANT,Intellij IDEA,Apache NetBeans,Git,JUnit,Mockito,Spring WebMVC,HTML,CSS,Atlassian Jira",0,0.0
198,24,1,Краснодар,female,other,0,0,0,0,0,0,0,0,higher,7,"Рисование,трудоспособность,Графические редакторы,Грамотная речь,Adobe Illustrator,Рисунок,Графика,Фотография,Грамотность,Креативность,procreat,Графический дизайн,Иллюстрирование,Живопись,маслянная живопись,Декоративная живопись,написание портретов,Портретная фотосъемка,портреты,Преподаватель,преподаватель изо,Роспись,роспись стен,граффити",22,0.0
199,28,1,Ставрополь,male,javajun,0,0,0,0,0,0,0,0,higher,71,"Adobe Photoshop,Продвинутый пользователь ПК,Начальные знания основ ООП,Базовые навыки программирования на Python,Базовые навыки программирования на Java,Базовые знания SQL,Базовые знания Java Swing,Начальные навыки программирования на C++",7,0.3
200,28,1,Москва,male,javajun,1,0,0,1,0,0,0,0,higher,10,"Умение работать в команде,Работа с большим объемом информации,Пользователь ПК,Организаторские навыки,Грамотная речь,Деловая переписка,Oracle Pl/SQL,Java,Vue js",6,0.0
201,19,1,Актобе,male,other,0,0,1,0,0,0,1,1,unfinished_higher,0,"Исполнительность,C/C++,ООП,Git,Linux,Python,Assembler",1,0.0
202,21,1,Москва,male,other,0,0,0,1,0,0,0,1,unfinished_higher,11,"SWOT-анализ,Pest-Анализ,Python (Junior),SQL,Excel,аналитические способности,Грамотная речь,, навыки работы с базами данных и массивами информации,MS оffice,SPSS",6,0.0
203,28,1,Москва,male,other,0,0,0,0,0,0,0,0,higher,47,Работоспособность,1,0.0
204,21,1,Армения,male,other,0,0,0,0,0,0,0,0,bachelor,6,"Ответственность,Быстрая обучаемость,Честность",3,0.0
205,19,1,Москва,male,developer,1,0,1,1,0,1,1,1,unfinished_higher,0,"Python,Django Framework,Flask,Java,Spring Framework,Git,MySQL,PostgreSQL,SQL,Golang,C++,JavaScript,HTML,CSS,ООП,REST",0,0.0
206,30,1,Экибастуз,male,other,0,0,1,1,0,0,1,1,higher,50,"SQL,CSS3,Linux,Git,Python,HTML5,C/C++,MySQL,ООП,MS SQL,UML,github,dev c++,Adobe Firework,JavaScript,ms azure,Atlassian Jira,XML,MS SQL Server,Unreal Engine 4,Bootstrap,Работа в команде,QA,Unity,Sass,Less,Android,Flutter,Android SDK,Trello",1,0.0
207,25,1,Saint Petersburg,female,other,0,0,0,0,0,0,0,0,higher,0,Ответственность,1,0.0
208,21,1,Москва,female,developer,1,0,1,1,0,0,0,1,unfinished_higher,17,"SQL,JavaScript,CSS,Python,Pascal,HTML,Git,react,redux,Transact-SQL,Математическая статистика,C#,Java",1,0.0
209,31,1,Улан-Удэ,male,javadeveloper,1,0,0,1,1,1,1,0,unfinished_higher,94,"Java,Spring Framework,PostgreSQL,Hibernate ORM,SQL,REST,ELK,ООП",0,0.2
210,26,1,Обнинск,male,developer,0,0,1,1,0,0,0,1,unfinished_higher,38,"SolidWorks,3D Моделирование,Html/css,PyCharm,Django Framework,Docker,MySQL,Vue.js,Linux,Git,JavaScript,HTML,CSS,Python,PostgreSQL,Django Rest Framework,Ubuntu Server",1,0.0
211,32,1,Казань,male,javajun,1,0,1,1,1,1,1,0,higher,47,"Java,Git,PostgreSQL,ООП,Intellij IDEA,Apache Tomcat,Eclipse,Java Core,JavaColl,Java Collections,Java Multithreading,Spring Framework,JAVA Lambda,Hibernate Framework,Java Servlets",0,0.0
212,28,1,Казань,male,javajun,1,1,1,1,0,0,1,0,higher,77,"Java,Intellij IDEA,Git,Apache Maven,Apache Tomcat,PostgreSQL,Java Servlets,ООП,JDBC,Java EE,Java SE,Collections,SQL",0,0.0
213,21,1,Санкт-Петербург,male,javajun,1,0,0,1,1,0,1,1,bachelor,17,"Java SE,SQL,Hibernate ORM,JUnit,ООП,HTML,CSS",0,0.0
214,23,1,Липецк,male,developer,1,0,1,0,0,0,1,1,unfinished_higher,0,"Исполнительность,JavaCore,Git,C++,1С программирование,ООП",2,0.2
215,21,1,Москва,male,other,0,0,0,0,0,0,0,1,bachelor,0,,0,0.0
216,23,1,Москва,male,javaintern,1,0,1,1,0,1,1,0,secondary,0,"Java,Exel,Intellij IDEA,MS SQL,PostgreSQL,MySQL,ООП,SQL,Git,Spring Framework,Swing,jQuery,Java SE,Java Core",0,0.0
217,18,1,Зеленоград,male,developer,1,0,0,1,0,0,0,1,unfinished_higher,0,"Обучаемость,C++,Java,C#,SQL,PHP,CSS,HTML",1,0.0
218,42,1,Екатеринбург,male,javadeveloper,1,1,0,1,0,1,0,0,higher,241,"Java SE,Vaadin,Jetty,Netty,Java Servlets,XML,SQL,JDBC,FirebirdSQL,Apache Maven,Stream,Dropwizard Metrics,Spring Framework,c3p0,HikariCP,GraphHopper",0,0.0
219,32,1,Самара,male,javaintern,0,0,0,0,0,0,0,0,secondary,20,"Пользователь ПК,Работа в команде,Поиск информации в интернет",3,0.0
220,40,1,Лида,male,javajun,1,0,1,1,1,1,0,0,higher,212,"Java Core,MySQL,Hibernate,Spring Framework,Git,JUnit,Design Patterns",0,0.0
221,22,1,Москва,male,javadeveloper,1,0,1,1,0,0,1,1,unfinished_higher,0,"Android,Java,Linux,JavaScript,SQL,ООП,Android SDK,Git,C#,Kotlin,Node.js,C/C++,Shell,Unix Shell Scripts",0,0.0
222,35,1,Щелково,male,developer,1,1,1,1,0,0,0,0,bachelor,177,"Java Core,Android studio,Firebase,Maven,Чтение технической документации на английском языке,Базовые знания Unix,Gradle,JSON,Java,Room,SQLite,Git",2,0.0
223,24,1,Волгоград,male,javadeveloper,1,0,0,0,0,0,0,0,higher,34,"MS Office,Работа в команде,Excel,Java,Landmark",1,0.2
224,19,1,Кишинёв,female,other,0,0,0,0,0,0,1,1,higher,3,"React,HTML5,JavaScript,CSS3,ООП",0,0.0
225,35,1,Миасс,male,developer,0,0,1,0,0,0,1,0,special_secondary,39,"Python,Ubuntu,ООП,Базы данных,Git,JavaScript",1,0.0
226,30,1,Котлас,male,javadeveloper,1,0,0,1,0,1,0,0,higher,90,"Java,PostgreSQL,Работа в команде,Spring Boot",1,0.0
227,20,1,Зеленоград,male,developer,1,0,1,1,0,0,0,1,unfinished_higher,0,"Обучаемость,C/C++,Java,C#,Qt,SQL,Серверное программирование,Python,Git,Linux,Разработка ПО,Ответственность",4,0.0
228,30,1,Москва,male,javajun,1,0,1,1,0,1,1,0,higher,87,"Java,Базы данных,Git,Spring Framework,ООП,Linux,Intellij IDEA,Python,Разработка ПО,Администрирование серверов Linux,SQL,C++,Nginx,Apache HTTP Server",3,0.0
229,33,1,Москва,male,javadeveloper,0,0,0,0,0,0,0,0,higher,56,Исполнительность,1,0.0
230,31,1,Vinnitsa,male,javajun,1,0,0,1,1,1,0,0,bachelor,76,"Java,SQL,Spring Framework,Hibernate ORM,JSP,Java Servlets,Apache Tomcat,Java SE,JDBC,HTML5,CSS,Docker,Kafka,Mockito,JUnit",0,0.0
231,34,1,Москва,male,developer,1,0,0,1,0,0,1,0,higher,156,"ООП,Java,PHP,C++,Python,SQL,Delphi",0,0.0
232,32,1,Москва,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,7,Исполнительность,1,0.0
233,26,1,Москва,male,developer,0,0,0,0,0,0,0,1,higher,45,"Заинтересованность в результате,Умение работать в команде,Английский язык,Знание C#,Знание среды Visual Studio,Работа с XML и JSON,Понимание принципов ООП,Работа с WPF,Ableton Live,Waves Audio,Unity",7,0.0
234,20,1,Санкт-Петербург,male,javajun,1,0,1,1,0,1,1,1,unfinished_higher,10,"Java,ООП,Git,Spring Framework,MySQL,Linux,Серверное программирование,Backend,Unit Testing,MS SQL,REST",1,0.0
235,45,1,Красноярск,male,other,0,0,0,0,0,0,0,0,higher,337,,0,0.0
236,33,1,Нижний Новгород,male,javadeveloper,0,0,0,0,0,0,0,0,higher,169,"Операционные системы: Windows, MacOS, Unix.,Языки программирования: C, Java, JavaScript, Python",2,0.0
237,23,1,Москва,male,other,0,0,1,1,0,0,0,1,unfinished_higher,9,"Python,SQL,Django Framework,Работа с базами данных,Pandas,Numpy,Machine learning,MS Excel,Аналитика,Git,PostgreSQL,Anaplan,VBA",2,0.0
238,22,1,Усть-Каменогорск,male,other,1,0,1,1,0,0,0,0,bachelor,56,"Работоспособность,Ответственность,Креативность,HTML5,CSS3,JavaScript,PHP,jQuery,Bootstrap,Работа в команде,Английский язык,Adobe Photoshop,Git,MySQL,Adobe Illustrator,C++,Java,Ориентация на результат,Обучение и развитие,Грамотность,ReactJS,VueJS,Laravel,Node.js,MongoDB,AngularJS",7,0.0
239,27,1,Саратов,male,javadeveloper,1,0,1,1,1,1,1,0,master,12,"ООП,Atlassian Jira,PostgreSQL,SQL,Figma,React,Docker,Spring,Hibernate,liquebase,Liquibase,SOLID,Scrum,REST,Mockito,Gradle,Java 8,Git Flow",0,0.0
240,19,1,Казань,male,javajun,1,0,1,1,1,1,1,0,secondary,0,"Обучаемость,SQL,Java SE,Java,JDBC,ООП,Java Servlets,MySQL,Oracle Pl/SQL,Spring Framework,MVC,Intellij IDEA,Eclipse,NetBeans,Git,Hibernate ORM",1,0.0
241,19,1,Калининград,male,developer,0,0,0,1,0,0,1,0,secondary,3,"Программирование, сетевое администрирование, ремонт электроники,C++,HTML,JavaScript,MySQL,Linux,Python,ООП,Windows 7,PHP",1,0.0
242,18,1,Чернушка,male,other,0,0,0,0,0,0,0,0,secondary,0,Ответственность,1,0.0
243,34,1,Германия,male,javadeveloper,0,0,0,0,0,0,0,0,higher,116,"Исполнительность,Коммуникабельность,Аналитический склад ума,Стрессоустойчивость",4,0.0
244,22,1,Москва,male,other,0,0,1,1,0,0,1,0,bachelor,29,"Python,SQL,ООП,HTML,CSS,FastAPI,Redis,Django Framework,PostgreSQL,Git,HTML5,Linux,Bootstrap,Django",0,0.0
245,20,1,Москва,male,other,0,0,0,0,0,0,0,1,special_secondary,7,"Качества моего характера, на которые хочется обратить Ваше внимание: активность, внимательност",1,0.0
246,32,1,Минск,male,javajun,0,0,0,0,0,0,0,0,secondary,65,Ответственность,1,0.2
247,27,1,Нидерланды,female,developer,1,0,0,1,0,1,0,1,unfinished_higher,0,"Обучаемость,Java,JavaScript,Spring Framework,CSS,HTML5,HTML,MySQL,Python,SQL",1,0.3
248,27,1,Estonia,male,javadeveloper,1,1,1,1,1,1,0,0,unfinished_higher,83,"Java,Stream API,Spring Framework,JPA,DATA JPA,JDBC,MVC,Java Servlets,Hibernate ORM,PostgreSQL,SQL,HSQLDB,Apache Tomcat,Apache Maven,Git,JSP,REST,JSON,JavaScript,jQuery,CSS,Bootstrap,HTML,XML",0,0.3
249,27,1,Челябинск,male,other,1,0,1,1,0,0,0,1,higher,106,"Ответственность,Selenium IDE,TestNG,selenide,Atlassian Jira,Java,SQL,Scrum,Agile Project Management,Git",1,0.0
250,30,1,Москва,male,javadeveloper,0,0,0,0,0,0,0,0,secondary,0,,0,0.0
251,36,1,Москва,male,javaintern,0,0,0,0,0,0,0,0,higher,62,"ответственность, пунктуальность, целеустремленность,без вредных привычек",2,0.0
252,18,1,Москва,male,developer,1,0,0,0,0,0,1,1,bachelor,10,"ООП,Олимпиадное программирование,Математический анализ,Английский язык,Французский язык,Kotlin,Java,Python",3,0.0
253,31,1,Москва,male,other,0,0,0,0,0,0,0,0,higher,101,"Знание КД,Знание офисных программ,Многофункциональность,Умение мотивировать персонал,Знание БД,Знание языка SQL,Знание Python,Знание Ubuntu",8,0.0
254,20,1,Казань,male,javadeveloper,1,1,1,1,1,1,1,1,bachelor,0,"PostgreSQL,JDBC,Java Core,JUnit,SQL,MySQL,Git,Apache Maven,Apache Tomcat,Spring Framework,Java EE,ООП,Hibernate ORM",0,0.0
255,26,1,Астрахань,male,other,0,0,0,0,0,0,0,0,unfinished_higher,7,"Adobe Photoshop,figma,Графический дизайн,Adobe Illustrator,CSS,HTML,Дизайн,UX,IX,Sass,SCSS,1C",2,0.0
256,29,1,Подольск (Московская область),male,javajun,1,1,1,1,0,0,1,0,higher,25,"Java,SQL,Android Studio,Git,ООП,JSON,Java SE,HTML5,CSS3,Apache Maven,алгоритмы и структуры данных,Selenium WebDriver,Cucumber,REST,HTTP,Английский язык",1,0.0
257,20,1,Москва,male,developer,1,0,1,1,0,0,0,1,bachelor,31,"C/C++,Python,Java,Git,MS Visual Studio,Intellij IDEA,C#,SQL",0,0.2
258,23,1,Кишинёв,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,Обучаемость,1,0.0
259,24,1,Видное,male,javajun,1,0,0,1,0,0,1,0,higher,55,"Ответственность,SQL,JavaScript,HTML,CSS,Java,Умение расставлять приоритеты,ООП",2,0.0
260,23,0,Бишкек,female,developer,0,0,0,0,0,0,0,1,unfinished_higher,0,Исполнительность,1,0.0
261,19,1,Красноярск,male,other,0,0,0,0,0,0,0,0,secondary,0,Исполнительность,1,0.0
